Generation,P0_meanFit,P0_varFit,relFitness,N,Patch_Number,S_OD,Unnamed: 0,cMperChrom,fit_MAC,fit_PAC,generalCommandsPath,generalOutputPath,migration_scenario,mu,nbChrom,nbGenerations,nbLoci,nbLoci_MAC,nbLoci_OD,nbLoci_PAC,nbPairsLoci_OD,nbReplicates,outputOptions,selectionOn,simulationSuperSetID
29,0.7382107200000009,0.0037133159999999965,1.2501663364324536,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
30,0.7432767279999993,0.0037850589999999977,1.2587456654642766,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
31,0.7483677629999999,0.0038474909999999967,1.2673673779403536,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
32,0.7535177650000009,0.003889572,1.276088951548714,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
33,0.7586463550000014,0.003942379000000001,1.2847742637470587,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
34,0.763788088000001,0.0039750309999999935,1.2934818337313077,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
35,0.7690693740000004,0.004031098999999999,1.3024257379464526,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
36,0.7744125450000022,0.0040700410000000025,1.3114744449524969,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
37,0.7796738719999988,0.004100569000000002,1.320384548425884,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
38,0.7849033459999992,0.004127913999999999,1.3292407085640743,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
39,0.7901715300000008,0.004146521999999996,1.3381624244271704,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
40,0.7953634369999998,0.0041683659999999945,1.3469549645209902,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
41,0.8005778260000007,0.004170179000000002,1.3557855780792236,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
42,0.8057250819999979,0.004182841,1.3645025013124696,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
43,0.8109723610000005,0.004191143999999999,1.3733888143745026,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
44,0.8161495259999992,0.004175110999999996,1.3821563887618757,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
45,0.8212225209999997,0.004180277000000001,1.3907475503395492,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
46,0.8263253650000013,0.004162210000000002,1.3993892614608208,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
47,0.831311516000001,0.004153707000000002,1.4078333519619295,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
48,0.8363533369999983,0.004144710999999995,1.4163717200968695,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
49,0.8415072170000003,0.0041090920000000026,1.4250998611322796,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
50,0.8464135879999998,0.004073379000000001,1.433408843502854,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
51,0.8512344340000004,0.004038469999999994,1.4415729885349462,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
52,0.8560085370000003,0.0039953400000000035,1.4496579738860942,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
53,0.8607184040000011,0.003949566999999999,1.4576341750071966,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
54,0.8653649559999994,0.0039032319999999982,1.4655031516198411,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
55,0.8698540979999998,0.0038479739999999997,1.4731055530152928,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
56,0.8742771450000005,0.0037766409999999938,1.4805960219478758,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
57,0.87862302,0.0037293809999999986,1.4879557994208212,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
58,0.8828926659999989,0.0036625329999999965,1.4951864824129124,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
59,0.8870956179999995,0.0035931429999999996,1.5023042185303723,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
60,0.8911116770000007,0.0035261610000000003,1.5091054497112564,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
61,0.8951007600000004,0.0034602779999999976,1.5158609967992676,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
62,0.8989308750000001,0.0033931739999999984,1.5223473301834054,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
63,0.9025825520000008,0.0033231110000000027,1.5285314772477099,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
64,0.9062893300000006,0.0032405540000000027,1.5348089383393446,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
65,0.9099591549999999,0.0031646960000000024,1.5410238192010028,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
66,0.913370896,0.003084629000000003,1.5468016325424643,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
67,0.9167760920000004,0.003000581000000007,1.5525683618689563,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
68,0.9200862540000001,0.002924026000000001,1.5581741502819686,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
69,0.923224223000001,0.0028397190000000005,1.5634883283374814,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
70,0.9262091879999994,0.002765197999999995,1.5685433927754922,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
71,0.9292122509999992,0.0026849120000000002,1.5736291063354195,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
72,0.9320965070000005,0.002603451999999995,1.5785136191976128,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
73,0.9348677539999997,0.002528556999999995,1.5832067503260001,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
74,0.9375658020000004,0.002445586,1.5877759183051379,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
75,0.9401629870000007,0.0023704739999999983,1.59217427390811,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
76,0.9427161810000021,0.0022860640000000017,1.5964981303663062,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
77,0.9451630830000013,0.0022146459999999968,1.6006419803891685,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
78,0.9474691330000009,0.002141698999999999,1.604547296313231,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
79,0.9497382170000006,0.0020613990000000007,1.6083900099917041,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
80,0.9519071410000011,0.0019918230000000006,1.6120631018306808,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
81,0.9540670020000007,0.0019147110000000004,1.615720845399581,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
82,0.9560030709999998,0.0018476959999999987,1.6189995952514025,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
83,0.957925043999999,0.0017801589999999997,1.622254473403443,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
84,0.9598114630000003,0.0017129679999999994,1.6254491405442948,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
85,0.9616456209999996,0.0016445929999999974,1.6285553032227467,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
86,0.9633251989999995,0.0015841790000000002,1.631399683313856,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
87,0.964984416,0.0015222970000000006,1.6342095818726836,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
88,0.9665468219999995,0.0014616619999999994,1.6368555301529255,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
89,0.9680273010000005,0.0014047900000000004,1.6393627343392791,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
90,0.9695322609999988,0.001347505999999998,1.6419113973140955,1000,1,,2,100,NA NA NA,1 0.95 0.9,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/commands,/Users/remi/Documents/Biologie/Vancouver/PhD/Thesis/geneticRescue/Simulations/A.0.3/outputs,"0.05,1",0,10,100,5,0,0,5,0,1000,--fitnessStats_file NFN fromToBy 0 end 1,fertility,A.0.3
